reg,date_de_passage,sursaud_cl_age_corona,nbre_pass_corona,nbre_pass_tot,nbre_hospit_corona,nbre_pass_corona_h,nbre_pass_corona_f,nbre_pass_tot_h,nbre_pass_tot_f,nbre_hospit_corona_h,nbre_hospit_corona_f,nbre_acte_corona,nbre_acte_tot,nbre_acte_corona_h,nbre_acte_corona_f,nbre_acte_tot_h,nbre_acte_tot_f
07,2020-03-14,0,0,21,0,0,0,15,6,0,0,,,,,,
07,2020-03-14,A,0,2,0,,,,,,,,,,,,
07,2020-03-14,B,0,11,0,,,,,,,,,,,,
07,2020-03-14,C,0,6,0,,,,,,,,,,,,
07,2020-03-14,D,0,1,0,,,,,,,,,,,,
07,2020-03-14,E,0,1,0,,,,,,,,,,,,
07,2020-03-15,0,0,17,0,0,0,10,7,0,0,,,,,,
07,2020-03-15,A,0,1,0,,,,,,,,,,,,
07,2020-03-15,B,0,11,0,,,,,,,,,,,,
07,2020-03-15,C,0,3,0,,,,,,,,,,,,
07,2020-03-15,D,0,1,0,,,,,,,,,,,,
07,2020-03-15,E,0,1,0,,,,,,,,,,,,
07,2020-03-16,0,0,31,0,0,0,19,12,0,0,,,,,,
07,2020-03-16,A,,,,,,,,,,,,,,,
07,2020-03-16,B,0,14,0,,,,,,,,,,,,
07,2020-03-16,C,0,14,0,,,,,,,,,,,,
07,2020-03-16,D,0,2,0,,,,,,,,,,,,
07,2020-03-16,E,0,1,0,,,,,,,,,,,,
07,2020-03-17,0,0,19,0,0,0,9,10,0,0,,,,,,
07,2020-03-17,A,0,2,0,,,,,,,,,,,,
07,2020-03-17,B,0,7,0,,,,,,,,,,,,
07,2020-03-17,C,0,7,0,,,,,,,,,,,,
07,2020-03-17,D,0,1,0,,,,,,,,,,,,
07,2020-03-17,E,0,2,0,,,,,,,,,,,,
07,2020-03-18,0,0,11,0,0,0,5,6,0,0,,,,,,
07,2020-03-18,A,0,1,0,,,,,,,,,,,,
07,2020-03-18,B,0,4,0,,,,,,,,,,,,
07,2020-03-18,C,0,5,0,,,,,,,,,,,,
07,2020-03-18,D,,,,,,,,,,,,,,,
07,2020-03-18,E,0,1,0,,,,,,,,,,,,
07,2020-03-19,0,0,7,0,0,0,3,4,0,0,,,,,,
07,2020-03-19,A,0,1,0,,,,,,,,,,,,
07,2020-03-19,B,0,2,0,,,,,,,,,,,,
07,2020-03-19,C,0,4,0,,,,,,,,,,,,
07,2020-03-19,D,,,,,,,,,,,,,,,
07,2020-03-19,E,,,,,,,,,,,,,,,
07,2020-03-20,0,,,,,,,,,,,,,,,
07,2020-03-20,A,,,,,,,,,,,,,,,
07,2020-03-20,B,,,,,,,,,,,,,,,
07,2020-03-20,C,,,,,,,,,,,,,,,
07,2020-03-20,D,,,,,,,,,,,,,,,
07,2020-03-20,E,,,,,,,,,,,,,,,
07,2020-03-21,0,,,,,,,,,,,,,,,
07,2020-03-21,A,,,,,,,,,,,,,,,
07,2020-03-21,B,,,,,,,,,,,,,,,
07,2020-03-21,C,,,,,,,,,,,,,,,
07,2020-03-21,D,,,,,,,,,,,,,,,
07,2020-03-21,E,,,,,,,,,,,,,,,
08,2020-02-24,0,0,49,0,0,0,25,24,0,0,,,,,,
08,2020-02-24,A,0,8,0,,,,,,,,,,,,
08,2020-02-24,B,0,19,0,,,,,,,,,,,,
08,2020-02-24,C,0,14,0,,,,,,,,,,,,
08,2020-02-24,D,0,5,0,,,,,,,,,,,,
08,2020-02-24,E,0,3,0,,,,,,,,,,,,
08,2020-02-25,0,0,19,0,0,0,10,9,0,0,,,,,,
08,2020-02-25,A,0,5,0,,,,,,,,,,,,
08,2020-02-25,B,0,7,0,,,,,,,,,,,,
08,2020-02-25,C,0,6,0,,,,,,,,,,,,
08,2020-02-25,D,0,1,0,,,,,,,,,,,,
08,2020-02-25,E,,,,,,,,,,,,,,,
08,2020-02-26,0,0,44,0,0,0,17,27,0,0,,,,,,
08,2020-02-26,A,0,10,0,,,,,,,,,,,,
08,2020-02-26,B,0,21,0,,,,,,,,,,,,
08,2020-02-26,C,0,12,0,,,,,,,,,,,,
08,2020-02-26,D,,,,,,,,,,,,,,,
08,2020-02-26,E,0,1,0,,,,,,,,,,,,
08,2020-02-27,0,0,28,0,0,0,8,20,0,0,,,,,,
08,2020-02-27,A,0,8,0,,,,,,,,,,,,
08,2020-02-27,B,0,10,0,,,,,,,,,,,,
08,2020-02-27,C,0,6,0,,,,,,,,,,,,
08,2020-02-27,D,0,2,0,,,,,,,,,,,,
08,2020-02-27,E,0,2,0,,,,,,,,,,,,
08,2020-02-28,0,0,28,0,0,0,14,14,0,0,,,,,,
08,2020-02-28,A,0,5,0,,,,,,,,,,,,
08,2020-02-28,B,0,8,0,,,,,,,,,,,,
08,2020-02-28,C,0,11,0,,,,,,,,,,,,
08,2020-02-28,D,0,4,0,,,,,,,,,,,,
08,2020-02-28,E,,,,,,,,,,,,,,,
08,2020-02-29,0,0,20,0,0,0,9,11,0,0,,,,,,
08,2020-02-29,A,0,3,0,,,,,,,,,,,,
08,2020-02-29,B,0,10,0,,,,,,,,,,,,
08,2020-02-29,C,0,4,0,,,,,,,,,,,,
08,2020-02-29,D,0,2,0,,,,,,,,,,,,
08,2020-02-29,E,0,1,0,,,,,,,,,,,,
08,2020-03-01,0,0,33,0,0,0,20,13,0,0,,,,,,
08,2020-03-01,A,0,7,0,,,,,,,,,,,,
08,2020-03-01,B,0,13,0,,,,,,,,,,,,
08,2020-03-01,C,0,8,0,,,,,,,,,,,,
08,2020-03-01,D,0,4,0,,,,,,,,,,,,
08,2020-03-01,E,0,1,0,,,,,,,,,,,,
08,2020-03-02,0,0,32,0,0,0,10,22,0,0,,,,,,
08,2020-03-02,A,0,4,0,,,,,,,,,,,,
08,2020-03-02,B,0,15,0,,,,,,,,,,,,
08,2020-03-02,C,0,7,0,,,,,,,,,,,,
08,2020-03-02,D,0,4,0,,,,,,,,,,,,
08,2020-03-02,E,0,2,0,,,,,,,,,,,,
08,2020-03-03,0,0,25,0,0,0,12,13,0,0,,,,,,
08,2020-03-03,A,0,5,0,,,,,,,,,,,,
08,2020-03-03,B,0,12,0,,,,,,,,,,,,
08,2020-03-03,C,0,4,0,,,,,,,,,,,,
08,2020-03-03,D,0,1,0,,,,,,,,,,,,
08,2020-03-03,E,0,3,0,,,,,,,,,,,,
08,2020-03-04,0,0,22,0,0,0,10,12,0,0,,,,,,
08,2020-03-04,A,0,3,0,,,,,,,,,,,,
08,2020-03-04,B,0,12,0,,,,,,,,,,,,
08,2020-03-04,C,0,5,0,,,,,,,,,,,,
08,2020-03-04,D,0,2,0,,,,,,,,,,,,
08,2020-03-04,E,,,,,,,,,,,,,,,
08,2020-03-05,0,0,40,0,0,0,19,21,0,0,,,,,,
08,2020-03-05,A,0,9,0,,,,,,,,,,,,
08,2020-03-05,B,0,16,0,,,,,,,,,,,,
08,2020-03-05,C,0,11,0,,,,,,,,,,,,
08,2020-03-05,D,0,1,0,,,,,,,,,,,,
08,2020-03-05,E,0,3,0,,,,,,,,,,,,
08,2020-03-06,0,0,27,0,0,0,13,14,0,0,,,,,,
08,2020-03-06,A,0,9,0,,,,,,,,,,,,
08,2020-03-06,B,0,10,0,,,,,,,,,,,,
08,2020-03-06,C,0,5,0,,,,,,,,,,,,
08,2020-03-06,D,0,3,0,,,,,,,,,,,,
08,2020-03-06,E,,,,,,,,,,,,,,,
08,2020-03-07,0,0,34,0,0,0,20,14,0,0,,,,,,
08,2020-03-07,A,0,7,0,,,,,,,,,,,,
08,2020-03-07,B,0,18,0,,,,,,,,,,,,
08,2020-03-07,C,0,7,0,,,,,,,,,,,,
08,2020-03-07,D,,,,,,,,,,,,,,,
08,2020-03-07,E,0,2,0,,,,,,,,,,,,
08,2020-03-08,0,0,23,0,0,0,8,15,0,0,,,,,,
08,2020-03-08,A,0,7,0,,,,,,,,,,,,
08,2020-03-08,B,0,12,0,,,,,,,,,,,,
08,2020-03-08,C,0,2,0,,,,,,,,,,,,
08,2020-03-08,D,0,1,0,,,,,,,,,,,,
08,2020-03-08,E,0,1,0,,,,,,,,,,,,
08,2020-03-09,0,0,43,0,0,0,24,19,0,0,,,,,,
08,2020-03-09,A,0,13,0,,,,,,,,,,,,
08,2020-03-09,B,0,14,0,,,,,,,,,,,,
08,2020-03-09,C,0,11,0,,,,,,,,,,,,
08,2020-03-09,D,0,2,0,,,,,,,,,,,,
08,2020-03-09,E,0,3,0,,,,,,,,,,,,
08,2020-03-10,0,0,24,0,0,0,12,12,0,0,,,,,,
08,2020-03-10,A,0,2,0,,,,,,,,,,,,
08,2020-03-10,B,0,10,0,,,,,,,,,,,,
08,2020-03-10,C,0,5,0,,,,,,,,,,,,
08,2020-03-10,D,0,3,0,,,,,,,,,,,,
08,2020-03-10,E,0,4,0,,,,,,,,,,,,
08,2020-03-11,0,0,28,0,0,0,14,14,0,0,,,,,,
08,2020-03-11,A,0,7,0,,,,,,,,,,,,
08,2020-03-11,B,0,13,0,,,,,,,,,,,,
08,2020-03-11,C,0,6,0,,,,,,,,,,,,
08,2020-03-11,D,0,2,0,,,,,,,,,,,,
08,2020-03-11,E,,,,,,,,,,,,,,,
08,2020-03-12,0,0,16,0,0,0,8,8,0,0,,,,,,
08,2020-03-12,A,0,4,0,,,,,,,,,,,,
08,2020-03-12,B,0,10,0,,,,,,,,,,,,
08,2020-03-12,C,0,2,0,,,,,,,,,,,,
08,2020-03-12,D,,,,,,,,,,,,,,,
08,2020-03-12,E,,,,,,,,,,,,,,,
08,2020-03-13,0,2,41,0,0,2,22,19,0,0,,,,,,
08,2020-03-13,A,1,3,0,,,,,,,,,,,,
08,2020-03-13,B,1,18,0,,,,,,,,,,,,
08,2020-03-13,C,0,17,0,,,,,,,,,,,,
08,2020-03-13,D,0,1,0,,,,,,,,,,,,
08,2020-03-13,E,0,2,0,,,,,,,,,,,,
08,2020-03-14,0,0,37,0,0,0,15,22,0,0,,,,,,
08,2020-03-14,A,0,10,0,,,,,,,,,,,,
08,2020-03-14,B,0,17,0,,,,,,,,,,,,
08,2020-03-14,C,0,8,0,,,,,,,,,,,,
08,2020-03-14,D,0,1,0,,,,,,,,,,,,
08,2020-03-14,E,0,1,0,,,,,,,,,,,,
08,2020-03-15,0,0,32,0,0,0,18,14,0,0,,,,,,
08,2020-03-15,A,0,9,0,,,,,,,,,,,,
08,2020-03-15,B,0,19,0,,,,,,,,,,,,
08,2020-03-15,C,0,2,0,,,,,,,,,,,,
08,2020-03-15,D,0,2,0,,,,,,,,,,,,
08,2020-03-15,E,,,,,,,,,,,,,,,
08,2020-03-16,0,1,22,0,0,1,13,9,0,0,,,,,,
08,2020-03-16,A,0,4,0,,,,,,,,,,,,
08,2020-03-16,B,1,12,0,,,,,,,,,,,,
08,2020-03-16,C,0,5,0,,,,,,,,,,,,
08,2020-03-16,D,,,,,,,,,,,,,,,
08,2020-03-16,E,0,1,0,,,,,,,,,,,,
08,2020-03-17,0,0,19,0,0,0,13,6,0,0,,,,,,
08,2020-03-17,A,0,4,0,,,,,,,,,,,,
08,2020-03-17,B,0,8,0,,,,,,,,,,,,
08,2020-03-17,C,0,6,0,,,,,,,,,,,,
08,2020-03-17,D,0,1,0,,,,,,,,,,,,
08,2020-03-17,E,,,,,,,,,,,,,,,
08,2020-03-18,0,0,10,0,0,0,7,3,0,0,,,,,,
08,2020-03-18,A,0,2,0,,,,,,,,,,,,
08,2020-03-18,B,0,4,0,,,,,,,,,,,,
08,2020-03-18,C,0,2,0,,,,,,,,,,,,
08,2020-03-18,D,0,1,0,,,,,,,,,,,,
08,2020-03-18,E,0,1,0,,,,,,,,,,,,
08,2020-03-19,0,0,11,0,0,0,5,6,0,0,,,,,,
08,2020-03-19,A,0,4,0,,,,,,,,,,,,
08,2020-03-19,B,0,2,0,,,,,,,,,,,,
08,2020-03-19,C,0,4,0,,,,,,,,,,,,
08,2020-03-19,D,0,1,0,,,,,,,,,,,,
08,2020-03-19,E,,,,,,,,,,,,,,,
08,2020-03-20,0,,,,,,,,,,,,,,,
08,2020-03-20,A,,,,,,,,,,,,,,,
08,2020-03-20,B,,,,,,,,,,,,,,,
08,2020-03-20,C,,,,,,,,,,,,,,,
08,2020-03-20,D,,,,,,,,,,,,,,,
08,2020-03-20,E,,,,,,,,,,,,,,,
08,2020-03-21,0,,,,,,,,,,,,,,,
08,2020-03-21,A,,,,,,,,,,,,,,,
08,2020-03-21,B,,,,,,,,,,,,,,,
08,2020-03-21,C,,,,,,,,,,,,,,,
08,2020-03-21,D,,,,,,,,,,,,,,,
08,2020-03-21,E,,,,,,,,,,,,,,,
11,2020-02-24,0,0,8870,0,0,0,4519,4350,0,0,0,2391,0,0,1055,1333
11,2020-02-24,A,0,2147,0,,,,,,,0,655,,,,
11,2020-02-24,B,0,3620,0,,,,,,,0,1043,,,,
11,2020-02-24,C,0,1660,0,,,,,,,0,434,,,,
11,2020-02-24,D,0,592,0,,,,,,,0,100,,,,
11,2020-02-24,E,0,851,0,,,,,,,0,138,,,,
11,2020-02-25,0,1,7789,0,0,1,3890,3898,0,0,0,2107,0,0,908,1197
11,2020-02-25,A,0,1822,0,,,,,,,0,573,,,,
11,2020-02-25,B,0,3201,0,,,,,,,0,985,,,,
11,2020-02-25,C,1,1454,0,,,,,,,0,313,,,,
11,2020-02-25,D,0,520,0,,,,,,,0,88,,,,
11,2020-02-25,E,0,792,0,,,,,,,0,131,,,,
11,2020-02-26,0,0,7615,0,0,0,3835,3780,0,0,0,2003,0,0,848,1150
11,2020-02-26,A,0,1742,0,,,,,,,0,546,,,,
11,2020-02-26,B,0,3158,0,,,,,,,0,913,,,,
11,2020-02-26,C,0,1457,0,,,,,,,0,347,,,,
11,2020-02-26,D,0,487,0,,,,,,,0,72,,,,
11,2020-02-26,E,0,771,0,,,,,,,0,113,,,,
11,2020-02-27,0,2,7733,0,2,0,3871,3862,0,0,0,2053,0,0,881,1167
11,2020-02-27,A,0,1875,0,,,,,,,0,604,,,,
11,2020-02-27,B,0,3237,0,,,,,,,0,909,,,,
11,2020-02-27,C,2,1382,0,,,,,,,0,313,,,,
11,2020-02-27,D,0,451,0,,,,,,,0,93,,,,
11,2020-02-27,E,0,788,0,,,,,,,0,121,,,,
11,2020-02-28,0,0,7451,0,0,0,3830,3620,0,0,0,1749,0,0,739,1003
11,2020-02-28,A,0,1758,0,,,,,,,0,525,,,,
11,2020-02-28,B,0,3059,0,,,,,,,0,729,,,,
11,2020-02-28,C,0,1350,0,,,,,,,0,269,,,,
11,2020-02-28,D,0,496,0,,,,,,,0,84,,,,
11,2020-02-28,E,0,788,0,,,,,,,0,118,,,,
11,2020-02-29,0,2,7162,1,1,1,3705,3455,1,0,0,2234,0,0,1021,1207
11,2020-02-29,A,0,1751,0,,,,,,,0,789,,,,
11,2020-02-29,B,1,2969,0,,,,,,,0,864,,,,
11,2020-02-29,C,0,1298,0,,,,,,,0,323,,,,
11,2020-02-29,D,1,434,1,,,,,,,0,101,,,,
11,2020-02-29,E,0,710,0,,,,,,,0,144,,,,
11,2020-03-01,0,0,6540,0,0,0,3397,3142,0,0,0,2586,0,0,1173,1406
11,2020-03-01,A,0,1723,0,,,,,,,0,1022,,,,
11,2020-03-01,B,0,2810,0,,,,,,,0,952,,,,
11,2020-03-01,C,0,1102,0,,,,,,,0,343,,,,
11,2020-03-01,D,0,319,0,,,,,,,0,88,,,,
11,2020-03-01,E,0,586,0,,,,,,,0,150,,,,
11,2020-03-02,0,8,8001,5,3,5,4129,3870,1,4,0,2389,0,0,983,1404
11,2020-03-02,A,0,1867,0,,,,,,,0,748,,,,
11,2020-03-02,B,3,3391,0,,,,,,,0,1063,,,,
11,2020-03-02,C,1,1527,1,,,,,,,0,347,,,,
11,2020-03-02,D,0,486,0,,,,,,,0,73,,,,
11,2020-03-02,E,3,729,3,,,,,,,0,132,,,,
11,2020-03-03,0,20,7217,6,12,8,3770,3446,4,2,0,2089,0,0,928,1158
11,2020-03-03,A,1,1762,1,,,,,,,0,672,,,,
11,2020-03-03,B,11,3012,2,,,,,,,0,916,,,,
11,2020-03-03,C,7,1328,2,,,,,,,0,308,,,,
11,2020-03-03,D,0,398,0,,,,,,,0,65,,,,
11,2020-03-03,E,1,717,1,,,,,,,0,105,,,,
11,2020-03-04,0,30,7014,11,14,16,3615,3399,4,7,2,2068,0,2,870,1193
11,2020-03-04,A,1,1652,0,,,,,,,0,594,,,,
11,2020-03-04,B,16,2938,3,,,,,,,2,913,,,,
11,2020-03-04,C,5,1348,0,,,,,,,0,333,,,,
11,2020-03-04,D,4,441,4,,,,,,,0,81,,,,
11,2020-03-04,E,4,635,4,,,,,,,0,133,,,,
11,2020-03-05,0,50,7425,14,22,28,3862,3561,10,4,7,2120,2,5,914,1201
11,2020-03-05,A,3,1796,1,,,,,,,1,668,,,,
11,2020-03-05,B,23,3086,2,,,,,,,3,902,,,,
11,2020-03-05,C,12,1313,3,,,,,,,3,333,,,,
11,2020-03-05,D,5,473,2,,,,,,,0,74,,,,
11,2020-03-05,E,7,757,6,,,,,,,0,124,,,,
11,2020-03-06,0,46,7155,22,23,23,3751,3404,11,11,11,1832,7,4,813,1012
11,2020-03-06,A,5,1836,3,,,,,,,2,656,,,,
11,2020-03-06,B,12,2779,1,,,,,,,7,721,,,,
11,2020-03-06,C,11,1346,3,,,,,,,2,234,,,,
11,2020-03-06,D,5,462,4,,,,,,,0,81,,,,
11,2020-03-06,E,13,732,11,,,,,,,0,125,,,,
11,2020-03-07,0,52,6788,17,23,29,3645,3140,6,11,24,2263,10,14,1019,1241
11,2020-03-07,A,0,1695,0,,,,,,,5,872,,,,
11,2020-03-07,B,28,2858,3,,,,,,,12,782,,,,
11,2020-03-07,C,14,1223,5,,,,,,,4,323,,,,
11,2020-03-07,D,4,386,4,,,,,,,2,100,,,,
11,2020-03-07,E,6,626,5,,,,,,,1,165,,,,
11,2020-03-08,0,59,6746,19,24,35,3569,3175,7,12,21,2627,9,12,1168,1452
11,2020-03-08,A,2,1641,0,,,,,,,6,1109,,,,
11,2020-03-08,B,32,3018,4,,,,,,,11,949,,,,
11,2020-03-08,C,13,1150,5,,,,,,,3,340,,,,
11,2020-03-08,D,5,402,4,,,,,,,1,82,,,,
11,2020-03-08,E,7,535,6,,,,,,,0,122,,,,
11,2020-03-09,0,144,8124,48,66,78,4272,3848,24,24,15,2470,7,8,1123,1341
11,2020-03-09,A,4,1976,2,,,,,,,2,810,,,,
11,2020-03-09,B,77,3465,13,,,,,,,10,1038,,,,
11,2020-03-09,C,34,1468,14,,,,,,,2,383,,,,
11,2020-03-09,D,7,495,5,,,,,,,1,84,,,,
11,2020-03-09,E,22,719,14,,,,,,,0,127,,,,
11,2020-03-10,0,161,7439,52,72,89,3931,3508,32,20,26,2088,10,16,873,1206
11,2020-03-10,A,2,1779,0,,,,,,,4,652,,,,
11,2020-03-10,B,76,3206,12,,,,,,,20,947,,,,
11,2020-03-10,C,48,1366,14,,,,,,,2,319,,,,
11,2020-03-10,D,14,421,10,,,,,,,0,64,,,,
11,2020-03-10,E,21,667,16,,,,,,,0,89,,,,
11,2020-03-11,0,194,7385,55,83,111,3934,3447,29,26,57,2106,21,36,972,1130
11,2020-03-11,A,1,1793,1,,,,,,,8,623,,,,
11,2020-03-11,B,107,3171,11,,,,,,,31,947,,,,
11,2020-03-11,C,51,1355,22,,,,,,,14,342,,,,
11,2020-03-11,D,14,439,5,,,,,,,1,80,,,,
11,2020-03-11,E,21,627,16,,,,,,,3,99,,,,
11,2020-03-12,0,318,7911,88,163,155,4235,3674,54,34,84,2075,38,46,947,1121
11,2020-03-12,A,2,1936,0,,,,,,,11,656,,,,
11,2020-03-12,B,174,3362,20,,,,,,,46,884,,,,
11,2020-03-12,C,86,1492,30,,,,,,,16,319,,,,
11,2020-03-12,D,24,471,14,,,,,,,7,79,,,,
11,2020-03-12,E,32,649,24,,,,,,,2,113,,,,
11,2020-03-13,0,411,7113,101,198,213,3860,3251,56,45,91,1700,41,50,759,937
11,2020-03-13,A,3,1527,1,,,,,,,15,495,,,,
11,2020-03-13,B,243,3165,29,,,,,,,46,732,,,,
11,2020-03-13,C,102,1408,26,,,,,,,21,272,,,,
11,2020-03-13,D,26,393,14,,,,,,,6,76,,,,
11,2020-03-13,E,37,620,31,,,,,,,3,97,,,,
11,2020-03-14,0,382,6577,87,205,177,3649,2927,54,33,109,2247,50,59,958,1284
11,2020-03-14,A,2,1337,1,,,,,,,9,752,,,,
11,2020-03-14,B,183,2963,17,,,,,,,63,851,,,,
11,2020-03-14,C,127,1290,31,,,,,,,28,385,,,,
11,2020-03-14,D,39,429,18,,,,,,,4,95,,,,
11,2020-03-14,E,31,558,20,,,,,,,2,135,,,,
11,2020-03-15,0,502,6045,102,259,243,3358,2684,60,42,195,2433,87,108,1078,1350
11,2020-03-15,A,4,1276,1,,,,,,,30,805,,,,
11,2020-03-15,B,269,2729,16,,,,,,,108,957,,,,
11,2020-03-15,C,157,1211,35,,,,,,,41,442,,,,
11,2020-03-15,D,33,345,21,,,,,,,8,78,,,,
11,2020-03-15,E,39,482,29,,,,,,,6,120,,,,
11,2020-03-16,0,628,5901,134,315,313,3250,2649,91,43,282,1978,128,154,833,1142
11,2020-03-16,A,9,960,0,,,,,,,36,487,,,,
11,2020-03-16,B,306,2641,20,,,,,,,157,851,,,,
11,2020-03-16,C,213,1386,43,,,,,,,66,420,,,,
11,2020-03-16,D,44,394,26,,,,,,,15,92,,,,
11,2020-03-16,E,56,520,45,,,,,,,5,118,,,,
11,2020-03-17,0,641,4774,180,312,329,2628,2145,111,69,223,1806,108,115,808,997
11,2020-03-17,A,4,710,3,,,,,,,30,474,,,,
11,2020-03-17,B,318,2069,28,,,,,,,115,731,,,,
11,2020-03-17,C,194,1135,72,,,,,,,62,383,,,,
11,2020-03-17,D,62,340,30,,,,,,,5,87,,,,
11,2020-03-17,E,63,520,47,,,,,,,10,128,,,,
11,2020-03-18,0,754,4954,183,380,374,2632,2318,105,78,255,1655,129,126,753,900
11,2020-03-18,A,6,781,2,,,,,,,30,391,,,,
11,2020-03-18,B,358,2075,33,,,,,,,136,682,,,,
11,2020-03-18,C,247,1194,64,,,,,,,65,362,,,,
11,2020-03-18,D,66,378,26,,,,,,,16,85,,,,
11,2020-03-18,E,77,526,58,,,,,,,8,134,,,,
11,2020-03-19,0,826,4668,268,389,437,2521,2147,154,114,273,1510,126,147,661,846
11,2020-03-19,A,7,688,0,,,,,,,21,360,,,,
11,2020-03-19,B,376,1909,50,,,,,,,153,613,,,,
11,2020-03-19,C,265,1192,98,,,,,,,70,329,,,,
11,2020-03-19,D,93,403,59,,,,,,,17,92,,,,
11,2020-03-19,E,85,476,61,,,,,,,12,116,,,,
11,2020-03-20,0,958,4784,302,484,474,2567,2217,180,122,296,1403,127,169,627,774
11,2020-03-20,A,15,645,1,,,,,,,27,298,,,,
11,2020-03-20,B,416,2034,52,,,,,,,147,574,,,,
11,2020-03-20,C,339,1248,118,,,,,,,88,293,,,,
11,2020-03-20,D,95,372,54,,,,,,,20,98,,,,
11,2020-03-20,E,93,485,77,,,,,,,14,140,,,,
11,2020-03-21,0,838,3943,239,426,412,2051,1892,147,92,332,1630,161,171,713,914
11,2020-03-21,A,5,523,0,,,,,,,33,356,,,,
11,2020-03-21,B,399,1789,58,,,,,,,174,630,,,,
11,2020-03-21,C,289,1004,85,,,,,,,87,363,,,,
11,2020-03-21,D,71,271,40,,,,,,,18,123,,,,
11,2020-03-21,E,74,356,56,,,,,,,20,158,,,,
24,2020-02-24,0,0,1734,0,0,0,894,840,0,0,0,517,0,0,239,278
24,2020-02-24,A,0,294,0,,,,,,,0,99,,,,
24,2020-02-24,B,0,610,0,,,,,,,0,266,,,,
24,2020-02-24,C,0,355,0,,,,,,,0,101,,,,
24,2020-02-24,D,0,163,0,,,,,,,0,18,,,,
24,2020-02-24,E,0,312,0,,,,,,,0,33,,,,
24,2020-02-25,0,0,1640,0,0,0,805,834,0,0,0,480,0,0,233,247
24,2020-02-25,A,0,331,0,,,,,,,0,109,,,,
24,2020-02-25,B,0,566,0,,,,,,,0,244,,,,
24,2020-02-25,C,0,338,0,,,,,,,0,79,,,,
24,2020-02-25,D,0,140,0,,,,,,,0,23,,,,
24,2020-02-25,E,0,265,0,,,,,,,0,25,,,,
24,2020-02-26,0,0,1503,0,0,0,758,745,0,0,0,502,0,0,208,294
24,2020-02-26,A,0,299,0,,,,,,,0,105,,,,
24,2020-02-26,B,0,518,0,,,,,,,0,265,,,,
24,2020-02-26,C,0,267,0,,,,,,,0,79,,,,
24,2020-02-26,D,0,151,0,,,,,,,0,22,,,,
24,2020-02-26,E,0,268,0,,,,,,,0,30,,,,
24,2020-02-27,0,0,1552,0,0,0,767,785,0,0,0,429,0,0,198,231
24,2020-02-27,A,0,295,0,,,,,,,0,94,,,,
24,2020-02-27,B,0,531,0,,,,,,,0,212,,,,
24,2020-02-27,C,0,307,0,,,,,,,0,73,,,,
24,2020-02-27,D,0,146,0,,,,,,,0,20,,,,
24,2020-02-27,E,0,273,0,,,,,,,0,30,,,,
24,2020-02-28,0,0,1515,0,0,0,775,739,0,0,0,464,0,0,202,262
24,2020-02-28,A,0,280,0,,,,,,,0,101,,,,
24,2020-02-28,B,0,498,0,,,,,,,0,250,,,,
24,2020-02-28,C,0,294,0,,,,,,,0,69,,,,
24,2020-02-28,D,0,173,0,,,,,,,0,17,,,,
24,2020-02-28,E,0,270,0,,,,,,,0,27,,,,
24,2020-02-29,0,0,1404,0,0,0,682,722,0,0,0,567,0,0,236,331
24,2020-02-29,A,0,288,0,,,,,,,0,147,,,,
24,2020-02-29,B,0,473,0,,,,,,,0,250,,,,
24,2020-02-29,C,0,251,0,,,,,,,0,97,,,,
24,2020-02-29,D,0,123,0,,,,,,,0,21,,,,
24,2020-02-29,E,0,268,0,,,,,,,0,51,,,,
24,2020-03-01,0,0,1417,0,0,0,751,665,0,0,0,485,0,0,220,265
24,2020-03-01,A,0,278,0,,,,,,,0,170,,,,
24,2020-03-01,B,0,562,0,,,,,,,0,218,,,,
24,2020-03-01,C,0,278,0,,,,,,,0,55,,,,
24,2020-03-01,D,0,96,0,,,,,,,0,15,,,,
24,2020-03-01,E,0,203,0,,,,,,,0,26,,,,
24,2020-03-02,0,0,1735,0,0,0,892,842,0,0,0,500,0,0,214,286
24,2020-03-02,A,0,387,0,,,,,,,0,100,,,,
24,2020-03-02,B,0,616,0,,,,,,,0,283,,,,
24,2020-03-02,C,0,328,0,,,,,,,0,86,,,,
24,2020-03-02,D,0,131,0,,,,,,,0,11,,,,
24,2020-03-02,E,0,273,0,,,,,,,0,19,,,,
24,2020-03-03,0,0,1623,0,0,0,812,810,0,0,1,464,0,1,189,275
24,2020-03-03,A,0,317,0,,,,,,,0,95,,,,
24,2020-03-03,B,0,580,0,,,,,,,1,262,,,,
24,2020-03-03,C,0,313,0,,,,,,,0,62,,,,
24,2020-03-03,D,0,142,0,,,,,,,0,19,,,,
24,2020-03-03,E,0,271,0,,,,,,,0,26,,,,
24,2020-03-04,0,0,1406,0,0,0,659,747,0,0,0,521,0,0,215,306
24,2020-03-04,A,0,289,0,,,,,,,0,91,,,,
24,2020-03-04,B,0,489,0,,,,,,,0,309,,,,
24,2020-03-04,C,0,252,0,,,,,,,0,84,,,,
24,2020-03-04,D,0,132,0,,,,,,,0,13,,,,
24,2020-03-04,E,0,244,0,,,,,,,0,24,,,,
24,2020-03-05,0,2,1620,0,2,0,793,827,0,0,0,466,0,0,220,246
24,2020-03-05,A,1,352,0,,,,,,,0,112,,,,
24,2020-03-05,B,1,550,0,,,,,,,0,245,,,,
24,2020-03-05,C,0,316,0,,,,,,,0,62,,,,
24,2020-03-05,D,0,151,0,,,,,,,0,14,,,,
